text_id,text_uri,title_ar,title_lat,author_id,ed_info,collection,tok_length,page_count,volumes,tags
Shamela0007767,0235IbnAbiShayba.Iman.Shamela0007767-ara1,كتاب الإيمان,Iman,0235IbnAbiShayba,محمد ناصر الدين الألباني :: المكتب الإسلامي,al-Maktaba al-Shāmila,6059,139,1,_HADITH :: _AJZA
ShamAY0032908,0235IbnAbiShayba.KhalqAdamWaWiladatNabi.ShamAY0032908-ara1,ذكر خلق آدم لمحمد بن عثمان بن أبي شيبة - مخطوط :: ذكر خلق آدم وخطيئته وتوبته وأبواب في ولادة النبي صلى الله عليه وسلم - مخطوط  :: ذكر خلق آدم وخطيئته وتوبته وأبواب في ولادة النبي صلى الله عليه وسلم - مخطوط,Khalq Adam Wa Wiladat Nabi,0235IbnAbiShayba,,al-Maktaba al-Shāmila AY,5996,76,1,_HADITH
JK000786,0235IbnAbiShayba.Musannaf.JK000786-ara1.completed,الكتاب المصنف في الأحاديث والآثار :: مصنف ابن أبي شيبة,Musannaf,0235IbnAbiShayba,http://www.worldcat.org/oclc/949942765 :: كمال يوسف الحوت :: الرياض :: 1409 :: مكتبة الرشد,al-Jāmiʿ al-Kabīr,1279050,3800,7,_HADITH
JK007049,0235IbnAbiShayba.Musnad.JK007049-ara1,مسند ابن أبي شيبة,Musnad,0235IbnAbiShayba,عادل بن يوسف العزازي و أحمد بن فريد المزيدي :: الرياض :: 1997م :: دار الوطن,al-Jāmiʿ al-Kabīr,66797,768,2,_HADITH :: _MACAJIM :: _TARAJIM :: _MASANID
Shamela0008219,0235IbnYunusBaghdadi.Qada.Shamela0008219-ara1,كتاب القضاء لسريج بن يونس,Qada,0235IbnYunusBaghdadi,الدكتور عامر حسن صبري :: دار البشائر الإسلامية، بيروت - لبنان,al-Maktaba al-Shāmila,3508,125,1,_HADITH :: _AJZA :: _MASAIL :: _FIQH
JK009223,0236AbuCabdAllahZubayri.NasabQuraysh.JK009223-ara1,نسب قريش,Nasab Quraysh,0236AbuCabdAllahZubayri,ليفي بروفسال :: القاهرة :: دار المعارف,al-Jāmiʿ al-Kabīr,89644,448,12,_ANSAB :: _TARIKH :: _TARAJIM
Shamela0026808,0238IbnHabibQurtubi.AdabNisa.Shamela0026808-ara1.mARkdown,كتاب أدب النساء :: كتاب الغاية و النهاية,Kitāb adab al-nisāʾ,0238IbnHabibQurtubi,http://www.worldcat.org/oclc/31321104 :: عبد المجيد تركي :: دار الغرب الإسلامي,al-Maktaba al-Shāmila,19333,161,12,_HADITH :: _AJZA
Shamela0026569,0238IbnHabibQurtubi.AshratSaca.Shamela0026569-ara1,أشراط الساعة وذهاب الأخيار وبقاء الأشرار,Ashrat Saca,0238IbnHabibQurtubi,عبد الله عبد المؤمن الغماري الحسني :: أضواء السلف,al-Maktaba al-Shāmila,4673,48,3,_HADITH :: _AJZA
JK007013,0238IbnHabibQurtubi.MukhtasarFiTibb.JK007013-ara1,(مختصر في الطب) العلاج بالأغذية والأعشاب في بلاد المغرب :: العلاج بالأعشاب,Mukhtasar Fi Tibb,0238IbnHabibQurtubi,محمد أمين الضناوي :: بيروت :: 1998 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,21182,114,1,_CULUM :: _MISC :: _TIBB
ShamAY0033706,0238IbnHabibQurtubi.Riba.ShamAY0033706-ara1,الربا لابن حبيب :: كتاب الربا  :: كتاب الربا,Riba,0238IbnHabibQurtubi,الدكتور نذير أوهاب :: الأولى 1433 ه - 2012 م :: مركز جمعة الماجد للثقافة والتراث,al-Maktaba al-Shāmila AY,11977,73,1,_HADITH
ShamAY0035251,0238IbnHabibQurtubi.WadihaFiSunan.ShamAY0035251-ara1,كتاب الواضحة في السنن :: كتاب الواضحة في السنن ,Wadiha Fi Sunan,0238IbnHabibQurtubi,,al-Maktaba al-Shāmila AY,16116,59,1,_HADITH
ShamAY0033596,0238IbnHabibQurtubi.WasfFirdaws.ShamAY0033596-ara1,وصف الفردوس لعبد الملك بن حبيب  :: وصف الفردوس :: وصف الفردوس لعبد الملك بن حبيب,Wasf Firdaws,0238IbnHabibQurtubi,عبد اللطيف حسن عبد الرحمن :: الأولى، 2002 م :: دار الكتب العلمية,al-Maktaba al-Shāmila AY,30423,104,1,_HADITH
JK000479,0238IbnRahawayh.Musnad.JK000479-ara1,مسند إسحاق بن راهويه,Musnad,0238IbnRahawayh,د. عبد الغفور بن عبد الحق البلوشي :: المدينة المنورة :: 1412 - 1991 :: مكتبة الإيمان,al-Jāmiʿ al-Kabīr,130807,1846,5,_HADITH :: _MACAJIM :: _TARAJIM :: _SUNNI :: _MASANID
JK000047,0238MuhammadBurjulani.KaramWaJawd.JK000047-ara1,الكرم والجود وسخاء النفوس,Karam Wa Jawd,0238MuhammadBurjulani,د. عامر حسن صبري :: بيروت :: 1412 :: دار ابن حزم,al-Jāmiʿ al-Kabīr,4863,40,1,_HADITH :: _AJZA
Sham19Y0149872,0239CumaraIbnCaqil.Diwan.Sham19Y0149872-ara1,ديوان عمارة بن عقيل (المتوفي: 239 ه) :: ديوان عمارة بن عقيل,Diwan,0239CumaraIbnCaqil,الأولى، 1973 م. :: ساعدت وزارة الإعلام على نشره.,al-Maktaba al-Shāmila,3862,82,1,_SHICR
ShamAY0033638,0239IbnGhawri.Majlis.ShamAY0033638-ara1,مجلس ابن الغوري :: جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري :: جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري ,Majlis,0239IbnGhawri,نبيل سعد الدين جرار :: الأولى 1432 ه - 2011 م :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء المنسوخة (4 - 8)],al-Maktaba al-Shāmila AY,1214,17,1,_HADITH
ShamAY0032875,0240AbuHafsIbnZuraraTarsusi.Nuskha.ShamAY0032875-ara1,نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط :: نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط ,Nuskha,0240AbuHafsIbnZuraraTarsusi,,al-Maktaba al-Shāmila AY,3443,46,1,_HADITH
JK007619,0240CabdSamadIbnMucadhdhal.Diwan.JK007619-ara1,ديوان عبد الصمد بن المعذل,Diwan,0240CabdSamadIbnMucadhdhal,,al-Jāmiʿ al-Kabīr,6589,174,1,_SHICR
Shamela0012863,0240IbnKhayyatCusfuri.Musnad.Shamela0012863-ara1,مسند خليفة بن خياط,Musnad,0240IbnKhayyatCusfuri,الدكتور أكرم ضياء العمري :: مؤسسة الرسالة، بيروت,al-Maktaba al-Shāmila,4517,55,1,_HADITH :: _AJZA
Shia003056,0240IbnKhayyatCusfuri.Tabaqat.Shia003056-ara1.completed,طبقات خليفة,Tabaqat,0240IbnKhayyatCusfuri,http://www.worldcat.org/oclc/32445370 :: الدكتور سهيل زكار :: 1414 - 1993 م,al-Shāmila al-Shīʿiyya,65526,599,1,_HADITH :: _TARAJIM :: _SUNNI :: _TABAQAT
JK000412,0240IbnKhayyatCusfuri.Tarikh.JK000412-ara1.completed,تاريخ خليفة بن خياط,Tarikh,0240IbnKhayyatCusfuri,"http://www.worldcat.org/oclc/18868299 :: د. أكرم ضياء العمري :: دمشق , بيروت :: 1397 :: دار القلم , مؤسسة الرسالة",al-Jāmiʿ al-Kabīr,90705,434,1,_HADITH :: _TARIKH :: _TARAJIM :: _SUNNI
Shamela0007610,0240IbnYahyaKinani.Hida.Shamela0007610-ara1,الحيدة والاعتذار في الرد على من قال بخلق القرآن,Hida,0240IbnYahyaKinani,علي بن محمد بن ناصر الفقهي :: مكتبة العلوم والحكم، المدينة المنورة، المملكة العربية السعودية,al-Maktaba al-Shāmila,20140,69,1,_CAQAID :: _MILAL
JK000227,0240SahnunIbnSacid.MudawwanaKubra.JK000227-ara1,المدونة الكبرى,Mudawwana Kubra,0240SahnunIbnSacid,بيروت :: دار صادر,al-Jāmiʿ al-Kabīr,937945,2961,16,_MALIKI :: _HADITH :: _FIQH
Shamela0095563,0241IbnHanbal.AhkamNisa.Shamela0095563-ara1.mARkdown,أحكم النساء,aḥkam al-nisāʾ,0241IbnHanbal,http://www.worldcat.org/oclc/57147938 :: عمرو عبد المنعم سليم :: Beirut :: 2002\1423 :: مؤسسة الريان للنشر والتوزيع,al-Maktaba al-Shāmila,4548,38,1,_HANBALI :: _FIQH
JK000525,0241IbnHanbal.AsamiWaKuna.JK000525-ara1.mARkdown,الأسامي والكنى,al-Asāmī wa-l-kuná,0241IbnHanbal,http://www.worldcat.org/oclc/33213634 :: عبدالله بن يوسف الجديع :: الكويت :: 1406 - 1985 :: مكتبة دار الأقصى,al-Jāmiʿ al-Kabīr,5218,118,1,_HADITH :: _TARAJIM :: _TABAQAT
JK000673,0241IbnHanbal.Ashriba.JK000673-ara1.mARkdown,الأشربة,al-Ašribaŧ,0241IbnHanbal,http://www.worldcat.org/oclc/4770114824,al-Jāmiʿ al-Kabīr,9998,43,1,_FIQH
JK000323,0241IbnHanbal.CaqidaRiwayatKhallal.JK000323-ara1,العقيدة :: العقيدة رواية أبي بكر الخلال,Caqida Riwayat Khallal,0241IbnHanbal,عبد العزيز عز الدين السيروان :: دمشق :: 1408 :: دار قتيبة,al-Jāmiʿ al-Kabīr,4041,29,1,_HADITH :: _CAQAID :: _MILAL
Shamela0002331,0241IbnHanbal.CilalWaMacrifa.Shamela0002331-ara1.mARkdown,العلل و معرفة الرجال,al-ʿIlal wa maʿrifaŧ al-riǧāl,0241IbnHanbal,"http://www.worldcat.org/oclc/4770126520 :: وصي الله بن محمد عباس :: دار الخاني , الرياض",al-Maktaba al-Shāmila,180923,1533,3,_MAWDUC :: _HADITH :: _AHKAM :: _SUALAT :: _DACIF :: _TARAJIM :: _SUNNI :: _CILAL
JK000482,0241IbnHanbal.FadailSahaba.JK000482-ara1.mARkdown,فضائل السحبة,faḍāʾil al-saḥabŧ,0241IbnHanbal,http://www.worldcat.org/oclc/213541759 :: د. وصي الله محمد عباس :: بيروت :: 1403 - 1983 :: مؤسسة الرسالة,al-Jāmiʿ al-Kabīr,127448,945,2,_HADITH :: _SIRA :: _ASHAB :: _TARAJIM :: _TABAQAT
JK000749,0241IbnHanbal.JamicFiCilal.JK000749-ara1.mARkdown,من كلام الامام عبد الله أحمد بن حنبل في علل الحديث ومعرفة الرجال,Min kalām al-imām ʿAbd Allāh Aḥmad b. Ḥanbal fī ʿilal al-ḥadīṯ wa-maʿrifaŧ al-riǧāl,0241IbnHanbal,http://www.worldcat.org/oclc/45372235 :: صبحي البدري السامرائي :: الرياض :: 1988 / 1409 :: مكتبة المعارف,al-Jāmiʿ al-Kabīr,10876,172,1,_MAWDUC :: _HADITH :: _AHKAM :: _SUALAT :: _DACIF :: _CILAL
Shamela0006105,0241IbnHanbal.MasailRiwayatCabdAllah.Shamela0006105-ara1.mARkdown,مسائل الامام أحمد بن حنبل رواية ابنه عبد¶    الله بن أحمد :: مسائل الامام أحمد بن هنبل,Masāʾil al-imām Aḥmad b. Ḥanbal riwāyaŧ ibnihi ʿAbd¶    Allāh b. Aḥmad,0241IbnHanbal,http://www.worldcat.org/oclc/1036111155 :: زهير الشاويش :: المكتب الإسلامي - بيروت,al-Maktaba al-Shāmila,70654,454,1,_HANBALI :: _FIQH
ShamAY0038134,0241IbnHanbal.MasailRiwayatIbnHani.ShamAY0038134-ara1,مسائل أحمد بن حنبل رواية ابن هانئ - ط الفاروق الحديثة :: مسائل الإمام أبي عبد الله أحمد بن حنبل :: مسائل الإمام أبي عبد الله أحمد بن حنبل ,Masail Riwayat Ibn Hani,0241IbnHanbal,أبو عمر محمد بن علي الأزهري :: الأولى، 1434 ه - 2013 م :: دار الفاروق الحديثة للطباعة والنشر - القاهرة,al-Maktaba al-Shāmila AY,72979,516,1,_FIQH
JK001184,0241IbnHanbal.MasailRiwayatSalih.JK001184-ara1.mARkdown,مسائل الامام أحمد بن حنبل رواية ابن أبي ال¶    فضل صالح :: مسائل رواية صالح,Masāʾil al-imām Aḥmad b. Ḥanbal riwāyaŧ Ibn Abī al-¶    Faḍl Ṣāliḥ,0241IbnHanbal,http://www.worldcat.org/oclc/28693194 :: الهند :: 1408هـ- 1988م :: الدار العلمية,al-Jāmiʿ al-Kabīr,65208,1118,3,_HANBALI :: _FIQH
Shamela0025873,0241IbnHanbal.MinSualatIbnMuhammadAthram.Shamela0025873-ara1.mARkdown,سؤلات أبي بكر الأثرم,suʾalāt abī bakr al-aṯram,0241IbnHanbal,د. عامر حسن صبري :: Beirut :: 1425هـ - 2004م :: دار البشائر الإسلامية - بيروت,al-Maktaba al-Shāmila,2709,30,1,_SUALAT :: _CILAL
Shamela0025794,0241IbnHanbal.Musnad.Shamela0025794-ara1.mARkdown,مسند,Musnad,0241IbnHanbal,http://www.worldcat.org/oclc/264939610 :: شعيب الأرنؤوط - عادل مرشد، وآخرون :: مؤسسة الرسالة,al-Maktaba al-Shāmila,1588089,23115,9,_HADITH :: _MACAJIM :: _FIQH :: _TARAJIM :: _SUNNI :: _MASANID
Shamela0007623,0241IbnHanbal.RaddCalaZanadiqa.Shamela0007623-ara1.completed,الرد على الجهمية والزنادقة,Radd Cala Zanadiqa,0241IbnHanbal,صبري بن سلامة شاهين :: Riyadh :: 1424 :: دار الثبات للنشر والتوزيع,al-Maktaba al-Shāmila,9611,141,1,_HADITH :: _RUDUD :: _CAQAID :: _AJZA :: _MILAL
ShamAY0035233,0241IbnHanbal.Salat.ShamAY0035233-ara1,الصلاة للإمام أحمد  :: الصلاة للامام أحمد :: الصلاة للإمام أحمد,Salat,0241IbnHanbal,,al-Maktaba al-Shāmila AY,33356,257,1,_HADITH
Shamela0005945,0241IbnHanbal.SualatAbiDawudLiIbnHanbal.Shamela0005945-ara1.mARkdown,سؤلات أبي داود للامام أحمد بن حنبل :: سؤلات أبي داود,suʾalāt abī dāwud li-l-imām aḥmad b. ḥanbal,0241IbnHanbal,http://www.worldcat.org/oclc/234606333 :: د. زياد محمد منصور :: مكتبة العلوم والحكم - المدينة المنورة,al-Maktaba al-Shāmila,12759,220,1,_HADITH :: _SUALAT :: _TARAJIM :: _CILAL
JK000354,0241IbnHanbal.UsulSunna.JK000354-ara1,أصول السنة,Usul Sunna,0241IbnHanbal,الخرج - السعودية :: 1411هـ :: دار المنار,al-Jāmiʿ al-Kabīr,1586,52,1,_HADITH :: _CAQAID :: _AJZA :: _MILAL
Shamela0008494,0241IbnHanbal.Zuhd.Shamela0008494-ara1.mARkdown,الزهد,al-Zuhd,0241IbnHanbal,http://www.worldcat.org/oclc/957338288 :: دار الكتب العلمية، بيروت - لبنان,al-Maktaba al-Shāmila,124635,120,1,_HADITH :: _AKHLAQ :: _AJZA
Shamela0010620,0242IbnAslamTusi.Arbacun.Shamela0010620-ara1,الأربعون,Arbacun,0242IbnAslamTusi,مشعل بن باني الجبرين المطيري :: دار ابن حزم، بيروت - لبنان,al-Maktaba al-Shāmila,2813,78,1,_HADITH :: _AJZA
JK000085,0243HannadIbnSari.Zuhd.JK000085-ara1,الزهد لابن السري :: الزهد,Zuhd,0243HannadIbnSari,عبد الرحمن عبد الجبار الفريوائي :: الكويت :: 1406 :: دار الخلفاء للكتاب الإسلامي,al-Jāmiʿ al-Kabīr,66382,595,2,_ADHKAR :: _HADITH :: _AKHLAQ :: _RAQAIQ :: _AJZA :: _ADAB
JK000850,0243HarithMuhasibi.AdabNufus.JK000850-ara1,آداب النفوس :: أداب النفوس,Adab Nufus,0243HarithMuhasibi,عبد القادر أحمد عطا :: بيروت - لبنان :: 1984م :: دار الجيل,al-Jāmiʿ al-Kabīr,23518,164,1,_ADHKAR :: _AKHLAQ :: _MISC :: _RAQAIQ :: _ADAB :: _SULUK
Shamela0005550,0243HarithMuhasibi.FahmQuran.Shamela0005550-ara1,فهم القرآن ومعانيه,Fahm Quran,0243HarithMuhasibi,"حسين القوتلي :: دار الكندي , دار الفكر - بيروت",al-Maktaba al-Shāmila,31727,258,1,_CULUM :: _TAFSIR :: _QURAN
JK000802,0243HarithMuhasibi.MaiyyatCaql.JK000802-ara1,مائية العقل ومعناه واختلاف الناس فيه :: ماهية العقل ومعناه واختلاف الناس فيه,Māʾiyyaŧ al-ʿaql wa-maʿnāhu wa-iḫtilāf al-nās fīhi,0243HarithMuhasibi,"حسين القوتلي :: بيروت :: 1398 :: دار الكندي , دار الفكر",al-Jāmiʿ al-Kabīr,4328,36,1,_CAQAID :: _MILAL
JK001158,0243HarithMuhasibi.Makasib.JK001158-ara1,المكاسب :: المكاسب والورع والشبهة وبيان مباحها ومحظورها واختلاف الناس في طلبها والرد على الغالطين فيه,Makasib,0243HarithMuhasibi,نور سعيد :: بيروت :: 1992 :: دار الفكر اللبناني,al-Jāmiʿ al-Kabīr,11974,72,1,_BUHUTH :: _AJZA :: _MASAIL :: _FIQH
Kraken2107192213391,0243HarithMuhasibi.Ricaya.Kraken2107192213391-ara1,,Ricaya,0243HarithMuhasibi,http://www.worldcat.org/oclc/4770844587,Kraken,133182,551,1,born@Iraq_RE :: born@BASRA_477E304N_S :: UNCORRECTED_OCR :: PRIMARY_VERSION :: CLEANED_VERSION
JK001219,0243HarithMuhasibi.RisalatMustarshidin.JK001219-ara1,رسالة المسترشدين,Risalat Mustarshidin,0243HarithMuhasibi,عبد الفتاح أبو غدة :: حلب - سوريا :: 1391 - 1971 :: مكتب المطبوعات الإسلامية,al-Jāmiʿ al-Kabīr,5000,111,1,_ADHKAR :: _AKHLAQ :: _MISC :: _RAQAIQ :: _ADAB :: _SULUK
Shamela0021799,0243HarithMuhasibi.Tawahhum.Shamela0021799-ara1,التوهم في وصف أحوال الآخرة,Tawahhum,0243HarithMuhasibi,مكتبة التراث الإسلامي، حلب,al-Maktaba al-Shāmila,12088,77,1,_ADHKAR :: _RAQAIQ :: _ADAB
Kraken22021817402400,0243HarithMuhasibi.Wasaya.Kraken22021817402400-ara1,,Wasaya,0243HarithMuhasibi,http://www.worldcat.org/oclc/236029489,Kraken,84304,449,1,born@Iraq_RE :: born@BASRA_477E304N_S :: UNCORRECTED_OCR :: PRIMARY_VERSION :: CLEANED_VERSION
JK000321,0243IbnYahyaCadani.Iman.JK000321-ara1,الإيمان للعدني,Iman,0243IbnYahyaCadani,حمد بن حمدي الجابري الحربي :: الكويت :: 1407 :: الدار السلفية,al-Jāmiʿ al-Kabīr,6988,86,1,_HADITH :: _CAQAID :: _AJZA :: _SUNNI :: _MILAL
ALCorpus00031,0243YuhannaIbnMasawayh.NawadirTibbiyya.ALCorpus00031-ara1,,Nawadir Tibbiyya,0243YuhannaIbnMasawayh,,Arabic and Latin,2839,61,1,PRIMARY_VERSION :: CLEANED_VERSION
Sham19Y0013249,0244IbnSikkit.Alfaz.Sham19Y0013249-ara1,كتاب الألفاظ (أقدم معجم في المعاني) :: كتاب الألفاظ لابن السكيت,Alfaz,0244IbnSikkit,د. فخر الدين قباوة :: الأولى، 1998م :: مكتبة لبنان ناشرون,al-Maktaba al-Shāmila,75308,497,1,_FIQH
Shamela0007508,0244IbnSikkit.IslahMantiq.Shamela0007508-ara1.completed,إصلاح المنطق,Islah Mantiq,0244IbnSikkit,http://www.worldcat.org/oclc/4770256797 :: محمد مرعب :: دار إحياء التراث العربي,al-Maktaba al-Shāmila,78843,379,1,_LUGHA :: _SARF :: _NAHW :: _ADAB :: _MUSTALAHAT
JK010885,0244IbnSikkit.KanzLughawi.JK010885-ara1,الكنز اللغوي,Kanz Lughawi,0244IbnSikkit,,al-Jāmiʿ al-Kabīr,41593,232,1,_LUGHA :: _GHARIB :: _SARF :: _MACAJIM :: _NAHW :: _MASAIL :: _FIQH :: _MUSTALAHAT
Shamela0005420,0244IbnSikkit.QalbWaIbdal.Shamela0005420-ara1,القلب والإبدال,Qalb Wa Ibdal,0244IbnSikkit,,al-Maktaba al-Shāmila,16135,29,1,_LUGHA
JK001186,0245LuwaynMissisi.JuzHadith.JK001186-ara1,جزء فيه حديث المصيصي لوين :: حديث المصيصي لوين,Juz Hadith,0245LuwaynMissisi,أبو عبد الرحمن مسعد بن عبد الحميد السعدني :: الرياض :: 1418هـ - 1997م :: أضواء السلف,al-Jāmiʿ al-Kabīr,8441,102,1,_HADITH :: _AJZA :: _TARAJIM
Kraken21052117,0245MuhammadIbnHabib.KhalqInsan.Kraken21052117-ara1.mARkdown,خلق الانسان في اللغة,Ḫalq al-insān fī al-luġaŧ,0245MuhammadIbnHabib,http://www.worldcat.org/oclc/4770683749,Kraken,629,19,1,_MAJOR_ISSUES
ShamAY0035784,0245MuhammadIbnHabib.ManNusibaLiUmmihi.ShamAY0035784-ara1,من نسب لأمه من الشعراء لابن حبيب :: من نسب لأمه من الشعراء :: من نسب لأمه من الشعراء ,Man Nusiba Li Ummihi,0245MuhammadIbnHabib,,al-Maktaba al-Shāmila AY,1560,31,1,_TARIKH :: _TARAJIM :: _TABAQAT
Shamela0012205,0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1.mARkdown,كتاب المحبر :: المحبر,kitāb al-muḥabbar,0245MuhammadIbnHabib,http://www.worldcat.org/oclc/949454860 :: إيلزة ليختن شتيتر :: دار الآفاق الجديدة، بيروت,al-Maktaba al-Shāmila,77415,503,1,_TARIKH :: _FASAHA :: _BALAGHA :: _ADAB
Shamela0026540,0245MuhammadIbnHabib.MukhtalafQabail.Shamela0026540-ara1.completed,مختلف القبائل ومؤتلفها,Mukhtalaf Qabail,0245MuhammadIbnHabib,http://www.worldcat.org/oclc/949453879 :: إبراهيم الأبياري :: دار الكتب الإسلامية، دار الكتاب المصري - القاهرة، دار الكتاب اللبناني - بيروت,al-Maktaba al-Shāmila,9368,81,1,_BULDAN :: _ANSAB :: _TARIKH
JK009275,0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh.JK009275-ara1,المنمق في أخبار قريش,Munammaq Fi Akhbar Quraysh,0245MuhammadIbnHabib,خورشيد أحمد فارق :: بيروت / لبنان :: 1405هـ -1985م :: عالم الكتب,al-Jāmiʿ al-Kabīr,65450,416,1,_BULDAN :: _TARIKH
Shamela0026929,0245MuhammadIbnHabib.UmmahatNabi.Shamela0026929-ara1,أمهات النبي صلى الله عليه وسلم,Ummahat Nabi,0245MuhammadIbnHabib,محمد خير رمضان يوسف :: دار ابن حزم,al-Maktaba al-Shāmila,987,19,1,_HADITH :: _AJZA
Shamela0029847Vols,0246AbuCaliIbnShadhdhan.Hadith.Shamela0029847Vols-ara1,حديث ابن شاذان :: أجزاء ابن شاذان,Ḥadīṯ Ibn Šāḏān,0246AbuCaliIbnShadhdhan,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية :: مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,20035,329,8,_HADITH
JK000642,0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.JK000642-ara1,مسند سعد :: مسند سعد بن أبي وقاص,Musnad Sacd Ibn Abi Waqqas,0246AhmadDawraqi,عامر حسن صبري :: بيروت :: 1407 :: دار البشائر الإسلامية,al-Jāmiʿ al-Kabīr,9474,200,1,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _SUNNI :: _MASANID
Shamela0030738,0246DhuNunAbuFayd.Hadith.Shamela0030738-ara1,حديث ذي النون المصري,Hadith,0246DhuNunAbuFayd,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,1323,6,1,_HADITH :: _MAKHTUTAT
JK007615,0246DicbilKhuzaci.Diwan.JK007615-ara1,ديوان دعبل بن علي,Diwan,0246DicbilKhuzaci,,al-Jāmiʿ al-Kabīr,10825,303,1,_SHICR
JK010741,0246DicbilKhuzaci.WasayaMuluk.JK010741-ara1,وصايا الملوك,Wasaya Muluk,0246DicbilKhuzaci,,al-Jāmiʿ al-Kabīr,22212,44,1,_SIYASA :: _BALAGHA :: _ADAB
Shamela0026754,0246HishamSulami.CawaliMalik.Shamela0026754-ara1,عوالي مالك رواية هشام بن عمار,Cawali Malik,0246HishamSulami,محمد الحاج الناصر :: دار الغرب الإسلامي [طبع مع مجموعة من عوالي الإمام مالك],al-Maktaba al-Shāmila,1207,25,1,_HADITH :: _AJZA
JK007106,0246HishamSulami.HadithHisham.JK007106-ara1,حديث هشام بن عمار,Hadith Hisham,0246HishamSulami,د. عبد الله بن وكيل الشيخ :: السعودية :: 1419هـ - 1999م :: دار اشبيليا,al-Jāmiʿ al-Kabīr,9312,249,1,_HADITH :: _MISC :: _AJZA :: _TARAJIM
JK000033,0246HusaynMarwazi.BirrWaSila.JK000033-ara1,البر والصلة (عن ابن المبارك وغيره) :: البر والصلة,Birr Wa Sila,0246HusaynMarwazi,د. محمد سعيد بخاري :: الرياض :: 1419 :: دار الوطن,al-Jāmiʿ al-Kabīr,16434,180,1,_HADITH :: _AKHLAQ :: _AJZA
JK001122,0246IbnCumarDuri.JuzFihiQiraat.JK001122-ara1,جزء فيه قراءات النبي صلى الله عليه وسلم :: جزء فيه قراءات النبي,Juz Fihi Qiraat,0246IbnCumarDuri,حكمت بشير ياسين :: المدينة المنورة - السعودية :: 1408هـ - 1988م :: مكتبة الدار,al-Jāmiʿ al-Kabīr,6464,128,1,_CULUM :: _HADITH :: _TAFSIR :: _QURAN :: _QIRAAT :: _AJZA
Zaydiyya0000075BK7,0246QasimRassi.CadlWaTawhid.Zaydiyya0000075BK7-ara1,العدل والتوحيد,al-ʿAdl wa-al-tawḥīd,0246QasimRassi,,al-Shāmila al-Zaydiyya,10186,55,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK27,0246QasimRassi.CalimWaWafid.Zaydiyya0000075BK27-ara1,العالم والوافد,al-ʿĀlim wa-al-wāfid,0246QasimRassi,,al-Shāmila al-Zaydiyya,16645,87,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK28,0246QasimRassi.CuzzatBiLugha.Zaydiyya0000075BK28-ara1,العظات باللغ,al-ʿUẓẓāt bi-al-luġa,0246QasimRassi,,al-Shāmila al-Zaydiyya,3157,16,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK1,0246QasimRassi.DalilKabir.Zaydiyya0000075BK1-ara1,الدليل الكبير,al-Dalīl al-Kabīr,0246QasimRassi,,al-Shāmila al-Zaydiyya,13318,67,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK2,0246QasimRassi.DalilSaghir.Zaydiyya0000075BK2-ara1,الدليل الصغير,al-Dalīl al-Ṣaġīr,0246QasimRassi,,al-Shāmila al-Zaydiyya,6973,34,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK11,0246QasimRassi.FusulFiTawhid.Zaydiyya0000075BK11-ara1,فصول في التوحيد,Fuṣūl fī al-tawḥīd,0246QasimRassi,,al-Shāmila al-Zaydiyya,1076,8,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
