text_id,text_uri,title_ar,title_lat,ed_info,collection,tok_length,volumes,page_count,author_id,tags
GRAR000086,0259HunaynIbnIshaq.SharhJalinusLiIfidhimiya.GRAR000086-ara1,شرح جالينوس ل كتاب أبقراط المسمى افيذيميا,Šarḥ Jālīnūs li kitāb Abuqrāṭ al-musammá Ifīḏīmiyā,http://www.worldcat.org/oclc/958421294 :: https://www.graeco-arabic-studies.org/single-text/text/vagelpohl-309.html,Graeco-Arabic Studies,85537,1,446,0259HunaynIbnIshaq,_GRAECO_ARABIC
GRAR000038,0259HunaynIbnIshaq.SinacaSaghiraLiJalinus.GRAR000038-ara1,الصناعة الصغيرة لجالينوس,al-Ṣināʿaŧ al-ṣaġīraŧ li-Jālīnūs,https://www.graeco-arabic-studies.org/single-text/text/salim-1.html :: http://www.worldcat.org/oclc/254398212,Graeco-Arabic Studies,18490,1,193,0259HunaynIbnIshaq,_GRAECO_ARABIC
AOCP2023090634,0259HunaynIbnIshaq.TacbirRuya.AOCP2023090634-ara1,تعبير الرؤيا,Taʿbīr al-ruʾyā,https://www.worldcat.org/title/1227673842,Arabic OCR Catalyst Project,56620,1,430,0259HunaynIbnIshaq,NODATA
ArabCommAph051689293Vols,0259HunaynIbnIshaq.TafsirJalinusLiFusulAbuqrat.ArabCommAph051689293Vols-ara1.completed,شرح جالينوس لفصول أبقراط بترجمة حنين بن إسحق,Tafsir Jalinus Li Fusul Abuqrat,nan,Arabic Hippocratic Aphorisms,113451,18,1695,0259HunaynIbnIshaq,_TIBB
GRAR000053,0259HunaynIbnIshaq.TaqdimatMacrifaLiAbuqrat.GRAR000053-ara1,كتاب تقدمة المعرفة لأبقراط,Kitāb Taqdimaŧ al-maʿrifaŧ li-Abuqrāṭ,https://www.graeco-arabic-studies.org/single-text/text/klamroth-109.html :: http://www.worldcat.org/oclc/5919310647,Graeco-Arabic Studies,5444,40,30,0259HunaynIbnIshaq,_GRAECO_ARABIC
JK000664,0259IbnYacqubJuzjani.AhwalRijal.JK000664-ara1,أحوال الرجال,Ahwal Rijal,صبحي البدري السامرائي :: بيروت :: 1405 :: مؤسسة الرسالة,al-Jāmiʿ al-Kabīr,8071,1,189,0259IbnYacqubJuzjani,_HADITH
Shamela0004096,0259IbnYacqubJuzjani.AmaratNubuwwa.Shamela0004096-ara1,أمارات النبوة,Amarat Nubuwwa,nan,al-Maktaba al-Shāmila,1520,1,21,0259IbnYacqubJuzjani,_HADITH
JK000619,0260AbuCaliZacfarani.MusnadBilal.JK000619-ara1,مسند بلال :: مسند بلال بن رباح المؤذن,Musnad Bilal,مجدي فتحي السيد :: مصر :: 1409 - 1989 :: دار الصحابة,al-Jāmiʿ al-Kabīr,1283,1,13,0260AbuCaliZacfarani,_HADITH
Shia004667,0260IbnSahlTabari.FirdawsHikmaFiTibb.Shia004667-ara1,فردوس الحكمة في الطب,Firdaws Hikma Fi Tibb,تصحيح : الدكتور محمد زبير الصديقي :: 1928 م,al-Shāmila al-Shīʿiyya,142088,1,615,0260IbnSahlTabari,_TIBB
Shia001269,0260IbnShadhanAzdi.Idah.Shia001269-ara1,الإيضاح,Idah,السيد جلال الدين الحسيني الأرموي المحدث :: 1363 ش,al-Shāmila al-Shīʿiyya,58174,1,535,0260IbnShadhanAzdi,_HADITH :: _SHICI
Shia002334,0260ImamCaskari.Tafsir.Shia002334-ara1,تفسير الإمام العسكري (ع),Tafsir,مدرسة الإمام المهدي (ع) :: ربيع الأول 1409,al-Shāmila al-Shīʿiyya,131268,1,671,0260ImamCaskari,_TAFSIR :: _QURAN :: _SHICI
JK000497,0261AbuHasanCijli.MacrifatThiqat.JK000497-ara1.mARkdown,معرفة الثقات من رجال أهل العلم والحديث و¶    من الضعفاء وذكر مذاهبهم وأخبارهم :: معرفة الثقات,Maʿrifaŧ al-ṯiqāt min riǧāl ahl al-ʿilm wa-l-ḥadīṯ wa-¶    min al-ḍuʿafāʾ wa-ḏikr maḏāhibihim wa-aḫbārihim,http://www.worldcat.org/oclc/1044637732 :: عبد العليم عبد العظيم البستوي :: المدينة المنورة - السعودية :: 1405 - 1985 :: مكتبة الدار,al-Jāmiʿ al-Kabīr,42473,2,767,0261AbuHasanCijli,_THIQAT :: _HADITH :: _TARAJIM :: _SUNNI :: _TABAQAT
Kraken22041020273100,0261Khassaf.Hiyal.Kraken22041020273100-ara1,nan,Hiyal,http://www.worldcat.org/oclc/4770093139,Kraken,61782,2,147,0261Khassaf,NODATA
Kraken220410202732,0261Khassaf.Nafaqat.Kraken220410202732-ara1,nan,Nafaqat,http://www.worldcat.org/oclc/4770034056,Kraken,37469,2,158,0261Khassaf,NODATA
Shamela0007340,0261Muslim.KunaWaAsma.Shamela0007340-ara1.mARkdown,الكنى والأسماء,al-kuná wa-l-asmāʾ,"http://www.worldcat.org/oclc/1044654412 :: عبد الرحيم محمد أحمد القشقري :: عمادة البحث العلمي بالجامعة الإسلامية، المدينة المنورة، المملكة العربية السعودية",al-Maktaba al-Shāmila,58878,2,903,0261Muslim,_HADITH :: _TARAJIM :: _TABAQAT
JK000512,0261Muslim.Munfaridat.JK000512-ara1.mARkdown,المنفردات والوحدان,al-munfaridāt wa-l-waḥadān,http://www.worldcat.org/oclc/1044628806 :: د. عبدالغفار سليمان البنداري :: بيروت :: 1408 - 1988 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,10528,1,237,0261Muslim,_HADITH :: _TARAJIM :: _SUNNI :: _TABAQAT
Shamela0001727,0261Muslim.Sahih.Shamela0001727-ara1.mARkdown,صحيح,Ṣaḥīḥ,http://www.worldcat.org/oclc/1158880746,al-Maktaba al-Shāmila,498138,4,8753,0261Muslim,_HADITH :: _FIQH :: _TARAJIM :: _SUNNI :: _SAHIH
JK000741,0261Muslim.Tamyiz.JK000741-ara1,التمييز,Tamyiz,د. محمد مصطفى الأعظمي :: المربع - السعودية :: 1410 :: مكتبة الكوثر,al-Jāmiʿ al-Kabīr,10618,1,54,0261Muslim,_MAWDUC :: _HADITH :: _AHKAM :: _SUALAT :: _DACIF :: _CILAL
Shia003461Vols,0262CumarIbnShabba.TarikhMadina.Shia003461Vols-ara1.completed,تأريخ المدينة :: أخبار المدينة,Taʾrīḫ al-Madīnaŧ,http://www.worldcat.org/oclc/24897736 :: فهيم محمد شلتوت :: 1410 - 1368 ش,al-Shāmila al-Shīʿiyya,228943,4,1312,0262CumarIbnShabba,_JUGHRAFIYA :: _HADITH :: _BULDAN :: _TARIKH :: _TARAJIM :: _TABAQAT
JK000593,0262IbnCasimIsbahani.Juz.JK000593-ara1,جزء الأصبهاني,Juz,nan,al-Jāmiʿ al-Kabīr,3880,1,75,0262IbnCasimIsbahani,_HADITH :: _AJZA :: _TARAJIM
Shamela0029709,0262IbnMatarWasiti.Hadith.Shamela0029709-ara1,حديث بشر بن مطر,Hadith,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,1949,1,48,0262IbnMatarWasiti,_HADITH :: _MAKHTUTAT
ShamAY0033647,0262YacqubIbnShayba.MulakhkhasMinMusnadCumarIbnKhattab.ShamAY0033647-ara1,ملخص من مسند أبي يوسف يعقوب بن شيبة بن الصلت من مسند عمر بن الخطاب :: ملخص من مسند عمر ليعقوب بن شيبة :: ملخص من مسند أبي يوسف يعقوب بن شيبة بن الصلت من مسند عمر بن الخطاب ,Mulakhkhas Min Musnad Cumar Ibn Khattab,د. علي بن عبد الله الصياح :: الأولى 1430 :: دار ابن الجوزي,al-Maktaba al-Shāmila AY,13628,1,109,0262YacqubIbnShayba,_HADITH
JK000713,0262YacqubIbnShayba.MusnadCumarIbnKhattab.JK000713-ara1,مسند عمر بن الخطاب,Musnad Cumar Ibn Khattab,كمال يوسف الحوت :: بيروت :: 1405 :: مؤسسة الكتب الثقافية,al-Jāmiʿ al-Kabīr,8291,1,68,0262YacqubIbnShayba,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _MASANID
Sham19Y0011402,0264AbuZurcaRazi.CilalWaSualat.Sham19Y0011402-ara1,الضعفاء لأبي زرعة الرازي في أجوبته على أسئلة البرذعي - أبو زرعة الرازي وجهوده في السنة النبوية :: أبو زرعة الرازي وجهوده في السنة النبوية,Cilal Wa Sualat,"1402ه/1982م :: عمادة البحث العلمي بالجامعة الإسلامية، المدينة النبوية، المملكة العربية السعودية",al-Maktaba al-Shāmila,65785,3,693,0264AbuZurcaRazi,_CILAL
JK001504,0264IbnYahyaMuzani.Mukhtasar.JK001504-ara1,مختصر المزني :: الأم,Mukhtasar,بيروت :: 1393 :: دار المعرفة,al-Jāmiʿ al-Kabīr,174031,1,332,0264IbnYahyaMuzani,_SHAFICI :: _FIQH
JK001225,0264IbnYahyaMuzani.SharhSunna.JK001225-ara1.mARkdown,شرح السنة,Šarḥ al-Sunnaŧ,"http://www.worldcat.org/oclc/900539300 :: دار الامام برهان, القاهرة,",al-Jāmiʿ al-Kabīr,1390,1,23,0264IbnYahyaMuzani,_CAQAID :: _MILAL
Shamela0013033,0264IbnYahyaMuzani.SunanMathura.Shamela0013033-ara1,السنن المأثورة للشافعي,Sunan Mathura,د. عبد المعطي أمين قلعجي :: دار المعرفة - بيروت,al-Maktaba al-Shāmila,39663,1,675,0264IbnYahyaMuzani,_HADITH
ShamAY0032940,0265CaliIbnHarbTai.Juz.ShamAY0032940-ara1,جزء فيه من حديث أبي الحسن علي بن حرب الطائي - مخطوط  :: جزء فيه من حديث أبي الحسن علي بن حرب الطائي - مخطوط,Juz,nan,al-Maktaba al-Shāmila AY,5836,1,80,0265CaliIbnHarbTai,_HADITH
Shamela0029708,0265IbnHarbMawsili.HadithSufyanIbnCuyayna.Shamela0029708-ara1,الثاني من حديث سفيان بن عيينة للطائي,Hadith Sufyan Ibn Cuyayna,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,5995,1,146,0265IbnHarbMawsili,_HADITH :: _MAKHTUTAT
ShamAY0035246,0265SacdanIbnNasr.AwwalMinHadithSacdan.ShamAY0035246-ara1,الأول من حديث سعدان بن نصر :: الأول من حديث سعدان بن نصر بن منصور البزاز أبي عثمان :: الأول من حديث سعدان بن نصر بن منصور البزاز أبي عثمان ,Awwal Min Hadith Sacdan,أبي يوسف سيد بن محمد حافظ,al-Maktaba al-Shāmila AY,6919,1,156,0265SacdanIbnNasr,_HADITH
Shamela0026816,0265SacdanIbnNasr.JuzSacdan.Shamela0026816-ara1,جزء سعدان,Juz Sacdan,عبد المنعم إبراهيم :: مكتبة نزار مصطفى الباز. مكة المكرمة - الرياض,al-Maktaba al-Shāmila,7771,1,168,0265SacdanIbnNasr,_HADITH :: _AJZA
ShamAY0035222,0265SacdanIbnNasr.MuntaqaMinHadithSacdan.ShamAY0035222-ara1,المنتقى من حديث سعدان بن نصر :: جزء من حديث سعدان بن نصر المخرمي منتقى من الجزء الرابع من حديثه عن شيوخه  :: جزء من حديث سعدان بن نصر المخرمي منتقى من الجزء الرابع من حديثه عن شيوخه,Muntaqa Min Hadith Sacdan,أبي يوسف سيد بن محمد حافظ,al-Maktaba al-Shāmila AY,2408,1,38,0265SacdanIbnNasr,_HADITH
JK001102,0265SalihIbnHanbal.SiratImam.JK001102-ara1,سيرة الامام ابن حنبل :: سيرة الامام أحمد بن حنبل,Sirat Imam,الدكتور فؤاد عبد المنعم أحمد :: الاسكندرية :: 1404هـ :: دار الدعوة,al-Jāmiʿ al-Kabīr,13175,1,96,0265SalihIbnHanbal,_TARIKH :: _TARAJIM :: _TABAQAT
JK000640,0267HammadIbnIshaq.TarikatNabi.JK000640-ara1,تركة النبي صلى الله عليه وسلم والسبل التي وجهها فيها :: تركة النبي,Tarikat Nabi,د. أكرم ضياء العمري :: 1404,al-Jāmiʿ al-Kabīr,13413,1,72,0267HammadIbnIshaq,_HADITH :: _SIRA :: _ASHAB :: _AJZA :: _TARAJIM :: _SUNNI :: _TABAQAT
Shamela0030432,0267IbnCabdAllahTarqufi.Hadith.Shamela0030432-ara1,حديث عباس الترقفي,Hadith,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,8086,1,129,0267IbnCabdAllahTarqufi,_HADITH :: _MAKHTUTAT
Shamela0026872,0270IbnCabdAllahKhutali.MahabbaLiLlah.Shamela0026872-ara1,المحبة لله سبحانه,Mahabba Li Llah,الدكتور عادل بن عبد الشكور الزرقي :: دار الحضارة للنشر والتوزيع - الرياض,al-Maktaba al-Shāmila,14164,1,265,0270IbnCabdAllahKhutali,_HADITH :: _AJZA
JK000588,0270IbnCaffanKufi.AmaliWaQiraa.JK000588-ara1,الأمالي والقراءة,Amali Wa Qiraa,nan,al-Jāmiʿ al-Kabīr,2582,1,27,0270IbnCaffanKufi,_HADITH :: _MAJALIS :: _AJZA :: _AMALI :: _TARAJIM
JK000855,0271CabbasDuri.TarikhIbnMacin.JK000855-ara1,تأريخ ابن معين,Taʾrīḫ Ibn Maʿīn,د. أحمد محمد نور سيف :: مكة المكرمة :: 1399 - 1979 :: مركز البحث العلمي وإحياء التراث الإسلامي,al-Jāmiʿ al-Kabīr,104160,4,1079,0271CabbasDuri,_HADITH
Shamela0009399,0271IbnSinanQazzaz.JuzMinHadith.Shamela0009399-ara1,جزء من أحاديث القزاز عن شيوخه (مطبوع ضمن مجموع باسم الفوائد لابن منده!),Juz Min Hadith,"خلاف محمود عبد السميع :: دار الكتب العلمية، بيروت - لبنان",al-Maktaba al-Shāmila,1680,4,9,0271IbnSinanQazzaz,_HADITH :: _AJZA
AOCP2023082102,0272IbnAbiRabic.SulukMalik.AOCP2023082102-ara1,nan,Suluk Malik,https://www.worldcat.org/title/38534643,Arabic OCR Catalyst Project,20677,1,106,0272IbnAbiRabic,NODATA
JK000828,0272IbnCassamIsbahani.JuzIbnCassam.JK000828-ara1,جزء أحمد بن عاصم,Juz Ibn Cassam,مفيد خالد عيد :: الرياض :: 1409 :: دار العاصمة,al-Jāmiʿ al-Kabīr,562,1,6,0272IbnCassamIsbahani,_HADITH :: _AJZA :: _TARAJIM
Shamela0022579,0272IbnIshaqFakihi.AkhbarMakka.Shamela0022579-ara1.mARkdown,أخبار مكة في قديم الدهر وحديثه,Aḫbār Makkaŧ fī qadīm al-dahr wa-ḥadīṯihi,http://www.worldcat.org/oclc/48957183 :: د. عبد الملك عبد الله دهيش :: دار خضر - بيروت,al-Maktaba al-Shāmila,258406,1,1723,0272IbnIshaqFakihi,_JUGHRAFIYA :: _HADITH :: _BULDAN :: _TARIKH :: _TARAJIM :: _TABAQAT
JK011497,0272IbnIshaqFakihi.HadithFakihi.JK011497-ara1,حديث أبي محمد الفاكهي,Hadith Fakihi,nan,al-Jāmiʿ al-Kabīr,14056,1,288,0272IbnIshaqFakihi,_HADITH :: _AJZA :: _TARAJIM
Shamela0026664,0273AbuBakrAthram.NasikhHadith.Shamela0026664-ara1,ناسخ الحديث ومنسوخه,Nasikh Hadith,عبد الله بن حمد المنصور,al-Maktaba al-Shāmila,24802,1,238,0273AbuBakrAthram,_SHARH :: _HADITH
ShamAY0034157,0273AbuBakrAthram.Sualat.ShamAY0034157-ara1,سؤالات أبي بكر الأثرم لأبي عبد الله أحمد بن حنبل :: سؤالات أبي بكر الأثرم لأبي عبد الله أحمد بن حنبل - ط الفاروق :: سؤالات أبي بكر الأثرم لأبي عبد الله أحمد بن حنبل ,Sualat,"أبو عمر محمد بن علي الأزهري :: الأولى، 1428 ه - 2007 م :: الفاروق الحديثة للطباعة والنشر - القاهرة",al-Maktaba al-Shāmila AY,2774,1,34,0273AbuBakrAthram,_CILAL
Shamela0026550,0273AbuBakrAthram.Sunan.Shamela0026550-ara1,سنن أبي بكر الأثرم,Sunan,عامر حسن صبري :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء والكتب الحديثية (32)],al-Maktaba al-Shāmila,5951,1,170,0273AbuBakrAthram,_HADITH :: _AJZA
ALCorpus00017,0273AbuMacsharBalkhi.MilalWaDuwal.ALCorpus00017-ara1,nan,Milal Wa Duwal,nan,Arabic and Latin,57576,1,256,0273AbuMacsharBalkhi,NODATA
ALCorpus00018,0273AbuMacsharBalkhi.MudkhalKabir.ALCorpus00018-ara1,nan,Mudkhal Kabir,nan,Arabic and Latin,93561,1,455,0273AbuMacsharBalkhi,NODATA
ALCorpus00014,0273AbuMacsharBalkhi.MukhtasarMudkhal.ALCorpus00014-ara1,مختصر المدخل,Muḫtaṣar al-mudḫal,http://www.worldcat.org/oclc/243779601,Arabic and Latin,6180,1,28,0273AbuMacsharBalkhi,NODATA
Shamela0029711,0273AbuUmayyaTarsusi.MusnadAbiUmayya.Shamela0029711-ara1,مسند أبي أمية الطرسوسي,Musnad Abi Umayya,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,3808,1,65,0273AbuUmayyaTarsusi,_HADITH :: _MAKHTUTAT
JK000774,0273AbuUmayyaTarsusi.MusnadCabdAllahIbnCumar.JK000774-ara1,مسند عبد الله بن عمر,Musnad Cabd Allah Ibn Cumar,أحمد راتب عرموش :: بيروت :: 1393 :: دار النفائس,al-Jāmiʿ al-Kabīr,4784,1,33,0273AbuUmayyaTarsusi,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _MASANID
JK001081,0273HanbalIbnIshaqShaybani.Fitan.JK001081-ara1,الفتن لحنبل بن إسحاق :: الفتن,Fitan,عامر حسن صبري :: لبنان :: 1419هـ - 1998م :: دار البشائر الإسلامية,al-Jāmiʿ al-Kabīr,10532,1,135,0273HanbalIbnIshaqShaybani,_HADITH :: _AJZA
Shamela0013104,0273HanbalIbnIshaqShaybani.JuzHanbal.Shamela0013104-ara1,جزء حنبل (التاسع من فؤائد ابن السماك),Juz Hanbal,هشام بن محمد :: مكتبة الرشد - السعودية / الرياض,al-Maktaba al-Shāmila,5127,1,97,0273HanbalIbnIshaqShaybani,_HADITH :: _AJZA
JK000141,0273IbnMaja.Sunan.JK000141-ara1,سنن ابن ماجه,Sunan,محمد فؤاد عبد الباقي :: بيروت :: - :: دار الفكر,al-Jāmiʿ al-Kabīr,253190,2,1422,0273IbnMaja,_HADITH :: _FIQH :: _TARAJIM :: _SUNAN :: _SUNNI
Shia001115Vols,0274AhmadBarqi.Mahasin.Shia001115Vols-ara1,المحاسن,Mahasin,تصحيح وتعليق : السيد جلال الدين الحسيني (المحدث) :: 1370 - 1330 ش,al-Shāmila al-Shīʿiyya,235239,2,644,0274AhmadBarqi,_HADITH :: _SHICI
Masaha003535,0274AhmadBarqi.Rijal.Masaha003535-ara1,رجال البرقي- الطبقات‌,Rijal,منشورات جامعة طهران,Masāḥa,9859,1,68,0274AhmadBarqi,NODATA
Shamela0009356,0275AbuBakrMarrudhi.AkhbarShuyukh.Shamela0009356-ara1,أخبار الشيوخ وأخلاقهم,Akhbar Shuyukh,"عامر حسن صبري :: دار البشائر الإسلامية، بيروت",al-Maktaba al-Shāmila,21831,1,157,0275AbuBakrMarrudhi,_HADITH :: _AJZA
Shamela0006785,0275AbuBakrMarrudhi.Warac.Shamela0006785-ara1.mARkdown,الورع,al-Waraʿ,http://www.worldcat.org/oclc/39620646 :: سمير بن أمين الزهيري :: دار الصميعي - الرياض - السعودية,al-Maktaba al-Shāmila,23998,1,199,0275AbuBakrMarrudhi,_HADITH :: _AKHLAQ :: _AJZA
ShamAY0032776,0275AbuCaliShacrani.Hadith.ShamAY0032776-ara1,حديث أبي علي الحسن بن علي الشعراني - مخطوط,Hadith,nan,al-Maktaba al-Shāmila AY,7438,1,29,0275AbuCaliShacrani,_HADITH
JK000766,0275AbuDawudSijistani.Marasil.JK000766-ara1,المراسيل :: المراسيل لأبي داود,Marasil,شعيب الأرناؤوط :: بيروت :: 1408 :: مؤسسة الرسالة,al-Jāmiʿ al-Kabīr,25616,1,296,0275AbuDawudSijistani,_HADITH
Shamela0021487,0275AbuDawudSijistani.MasailImamAhmad.Shamela0021487-ara1,مسائل الإمام أحمد رواية أبي داود السجستاني,Masail Imam Ahmad,"أبي معاذ طارق بن عوض الله بن محمد :: مكتبة ابن تيمية، مصر",al-Maktaba al-Shāmila,60467,1,452,0275AbuDawudSijistani,_HANBALI :: _FIQH
JK000751,0275AbuDawudSijistani.RisalaIlaAhlMakka.JK000751-ara1,رسالة أبي داود إلى أهل مكة وغيرهم في وصف سننه :: رسالة أبي داود إلى أهل مكة,Risala Ila Ahl Makka,محمد الصباغ :: بيروت :: دار العربية,al-Jāmiʿ al-Kabīr,1212,1,17,0275AbuDawudSijistani,_CULUM :: _HADITH :: _MISC :: _MUSTALAHAT :: _SUNNI
Shia001929Vols,0275AbuDawudSijistani.SualatAjurri.Shia001929Vols-ara1,سؤالات الآجري لأبي داود,Sualat Ajurri,عبد العليم عبد العظيم البستوي :: 1418 - 1997 م,al-Shāmila al-Shīʿiyya,39444,2,615,0275AbuDawudSijistani,_HADITH :: _SUNNI
JK000142,0275AbuDawudSijistani.Sunan.JK000142-ara1,سنن أبي داود,Sunan,محمد محيي الدين عبد الحميد :: - :: دار الفكر,al-Jāmiʿ al-Kabīr,343330,4,1376,0275AbuDawudSijistani,_HADITH :: _FIQH :: _TARAJIM :: _SUNAN :: _SUNNI
Shamela0008215,0275AbuDawudSijistani.Zuhd.Shamela0008215-ara1,الزهد لأبي داود السجستاني,Zuhd,"أبو تميم ياسر بن ابراهيم بن محمد، أبو بلال غنيم بن عباس بن غنيم وقدم له وراجعه: فضيلة الشيخ محمد عمرو بن عبد اللطيف :: دار المشكاة للنشر والتوزيع، حلوان",al-Maktaba al-Shāmila,32427,1,554,0275AbuDawudSijistani,_HADITH :: _AKHLAQ
ShamIbadiyya0000441,0275AbuHawariCumani.Diraya.ShamIbadiyya0000441-ara1,كتاب الدراية وكنز الغناية ومنتهى الغاية وبلوغ الكفاية في تفسير خمسمائة آية :: كتاب الدراية تفسير العلامة أبي الحواري العماني,Diraya,nan,al-Shāmila al-Ibāḍiyya,61400,1,300,0275AbuHawariCumani,_TAFSIR
GRAR000061,0275AnonTranslator.HayatFithaghuras.GRAR000061-ara1,حياة فيثاغورس,Ḥayāŧ Fīṯāġūras,http://www.worldcat.org/oclc/466015768 :: https://www.graeco-arabic-studies.org/single-text/text/mueller-88.html,Graeco-Arabic Studies,1134,1,5,0275AnonTranslator,_GRAECO_ARABIC
Shamela0026865,0275Anonymous.JuzJamicIbnWahb.Shamela0026865-ara1,جزء الجامع في الحديث لابن وهب,Ǧuzʾ al-Ǧāmiʿ fī al-ḥadīṯ li-Ibn Wahb,الدكتور رفعت فوزي عبد المطلب - الدكتور علي عبد الباسط مزيد :: دار الوفاء,al-Maktaba al-Shāmila,27191,1,509,0275Anonymous,_HADITH :: _AJZA
Shamela0030528,0275IbnMulacibMakhzumi.Hadith.Shamela0030528-ara1,حديث ابن ملاعب,Hadith,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,1375,1,23,0275IbnMulacibMakhzumi,_HADITH :: _MAKHTUTAT
GRAR000072,0275IstifanIbnBasil.AqwalMinandar.GRAR000072-ara1,[أقوال ميناندر],[Aqwāl Mīnāndar],http://www.worldcat.org/oclc/951777821 :: https://www.graeco-arabic-studies.org/single-text/text/ullmann-5.html,Graeco-Arabic Studies,2257,1,2,0275IstifanIbnBasil,_GRAECO_ARABIC
ShamIbadiyya0000099,0275LawwabIbnSallam.BidIslam.ShamIbadiyya0000099-ara1,بدء الإسلام وشرائع الدين للواب بن سلام,Bid Islam,nan,al-Shāmila al-Ibāḍiyya,12764,1,56,0275LawwabIbnSallam,_TARIKH
Sham19Y0148539,0275Sukkari.DiwanAbiAswadDuali.Sham19Y0148539-ara1,ديوان أبي الأسود الدؤلي,Diwan Abi Aswad Duali,"محمد حسن آل ياسين :: الثانية، 1998 م - 1418 ه :: دار ومكتبة الهلال - بيروت، لبنان",al-Maktaba al-Shāmila,19539,1,327,0275Sukkari,_SHICR
GRAR000014,0275ThayadurusIbnBasil.AnulutiqaUla.GRAR000014-ara1,أنولوطيقا الأولا,Anūlūṭīqā al-ūlā,https://www.graeco-arabic-studies.org/single-text/text/badawi-75.html :: http://www.worldcat.org/oclc/4770825165,Graeco-Arabic Studies,38069,1,205,0275ThayadurusIbnBasil,_GRAECO_ARABIC
ALCorpus00003,0275Ustath.FiAcdaHayawan.ALCorpus00003-ara1,في الأعضاء الحيوان :: كتاب الحيوان,Fī al-Aʿḍāʾ al-ḥayawān,http://www.worldcat.org/oclc/716192418,Arabic and Latin,39964,1,153,0275Ustath,NODATA
ALCorpus00002,0275Ustath.FiKawnHayawan.ALCorpus00002-ara1,في الكون الحيوان :: كتاب الحيوان,Fī al-Kawn al-ḥayawān,http://www.worldcat.org/oclc/715133347,Arabic and Latin,50415,1,198,0275Ustath,NODATA
GRAR000021,0275Ustath.TibacHayawanLiAristutalis.GRAR000021-ara1,كتاب أرسطوطاليس  في معرفت طباع الحياوان,Kitāb Arisṭūṭālīs  fī maʿrifat ṭibāʿ al-Ḥayāwān,https://www.graeco-arabic-studies.org/single-text/text/badawi-78.html :: http://www.worldcat.org/oclc/551338799,Graeco-Arabic Studies,89506,1,494,0275Ustath,_GRAECO_ARABIC
Shamela0026449,0276IbnHazimGhifari.MusnadGhifari.Shamela0026449-ara1,الجزء فيه مسند عابس الغفاري وجماعة من الصحابة رضي الله عنهم,Musnad Ghifari,الدكتور غالب بن محمد أبو القاسم الحامضي :: دار الوطن - الرياض,al-Maktaba al-Shāmila,3577,1,54,0276IbnHazimGhifari,_HADITH :: _AJZA
JK000730,0276IbnMukhalladQurtubi.MaRuwiyaFiHawd.JK000730-ara1,الحوض والكوثر :: ما روي الحوض والكوثر,Ma Ruwiya Fi Hawd,عبد القادر محمد عطا صوفي :: المدينة المنورة :: 1413 :: مكتبة العلوم والحكم,al-Jāmiʿ al-Kabīr,3135,1,34,0276IbnMukhalladQurtubi,_HADITH :: _CAQAID :: _AJZA :: _MILAL
Shamela0026349,0276IbnQutaybaDinawari.AdabKatib.Shamela0026349-ara1.mARkdown,أدب الكاتب (أو) أدب الكتاب,Adab Katib,محمد الدالي :: مؤسسة الرسالة,al-Maktaba al-Shāmila,68577,1,621,0276IbnQutaybaDinawari,_ADAB :: _BALAGHA
Shamela0009093,0276IbnQutaybaDinawari.AnwaFiMawasim.Shamela0009093-ara1.mARkdown,الأنواء في مواسم العرب,Anwa Fi Mawasim,http://www.worldcat.org/oclc/864118253 :: Hyderabad :: 1978 :: Dairatu'l-Ma'arif-il-Osmania,al-Maktaba al-Shāmila,25054,1,194,0276IbnQutaybaDinawari,_MISC
JK010767,0276IbnQutaybaDinawari.AshribaWaIkhtilafFiha.JK010767-ara1.mARkdown,الأشربة و ذكر اختلاف الناس فيها,al-Ašribaŧ wa ḏikr iḫtilāf al-nās fīhā,https://www.worldcat.org/oclc/741101441 :: ياسين محمد السواس :: بيروت :: 1999 :: دار الفكر المعاصر,al-Jāmiʿ al-Kabīr,14625,1,26,0276IbnQutaybaDinawari,_BUHUTH :: _MASAIL :: _FIQH
Shamela0023790,0276IbnQutaybaDinawari.CuyunAkhbar.Shamela0023790-ara1.completed,عيون الأخبار,Cuyun Akhbar,http://www.worldcat.org/oclc/864141581 :: 1418 هـ :: دار الكتب العلمية -بيروت,al-Maktaba al-Shāmila,219449,4,1292,0276IbnQutaybaDinawari,_QISAS :: _TARAIF :: _BALAGHA :: _ADAB
